"","X","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"4607",4607,"FILSTAR DISTRIBUTORS CORP.","CHUN PAO ENTERPRISE CO LTD","TW",9,"GLUE",263107,423,622.0023641,"Taiwan"
"4608",4608,"WALL VISION CORPORATION","SILMATE SILICONE CO. LTD","CN",9,"OTHERS",4664011,22660,205.8257282,"China"
"4609",4609,"DEL MONTE PHILS INC. / PHILPACK","CARGILL BIO CHEMICAL CO LTD","CN",9,"OTHERS",9021593,188750,47.79651921,"China"
"4610",4610,"TURRIS PHIL. INC.","SHANDONG YUXIN BIO-TECH","CN",9,"PROTEIN",2835207,25000,113.40828,"China"
"4611",4611,"TURRIS PHIL. INC.","SOLBAR NINGBO","CN",9,"PROTEIN",2827997,25000,113.11988,"China"
"4612",4612,"TURRIS PHIL. INC.","SOLBAR NINGBO INTERNATIONAL","CN",9,"PROTEIN",5445284,50000,108.90568,"China"
"4613",4613,"BORLA ENTERPRISES","DOW CHEMICAL SILICONES KOREA","KR",9,"SEAL",1191088,27932,42.6424173,"South Korea"
"4614",4614,"BORLA ENTERPRISES","DOW CHEMICAL SILICONE KOREA","KR",9,"SEAL",1799431,44377,40.5487302,"South Korea"
"4615",4615,"K&P CONVERTECH INC","SUMEI CHEMICAL CO LTD","TW",9,"ADHESIVE",1633865,18000,90.77027778,"Taiwan"
"4616",4616,"MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO.,LTD","JP",9,"OTHERS",805311,3136,256.7955995,"Japan"
"4617",4617,"MATERIALS SOLUTIONS  INC.","PT AICA INDRIA","ID",9,"OTHERS",2610703,16000,163.1689375,"Indonesia"
"4618",4618,"BORLA ENTERPRISES","DOW CHEMICAL SILICONES KORE","KR",9,"SEAL",716074,16601,43.13438949,"South Korea"
"4619",4619,"SEDANGA ENTERPRISE","DOW CHEMICAL SILICONES KOREA L","KR",9,"SEAL",3340381,60894,54.85566723,"South Korea"
"4620",4620,"CANARYWHARP ENTERPRISES","DOW CHEMICAL SILICONES KOREA L","KR",9,"SEAL",3580547,70205,51.00131045,"South Korea"
"4621",4621,"BORLA ENTERPRISES","DOW CHEMICAL SLICONE KOREA LTD","KR",9,"SEAL",597424,11310,52.82263484,"South Korea"
"4622",4622,"ATLANTA  INDUSTRIES INC","TAIZHOU G-GOOD ADHESIVES CO","CN",9,"OTHERS",1721526,20782,82.83735925,"China"
"4623",4623,"ALL INCLUSIVE SALES INC.","AMERSEAL INDUSTRIAL SDN. BHD.","MY",9,"SEAL",2903189,10656,272.4464152,"Malaysia"
"4624",4624,"FIBERWORLD INC.","RUGAO JAOUR ADHESIVE PRODUCTS","CN",9,"ADHESIVE",5660265,50000,113.2053,"China"
"4625",4625,"CONCORD SCIENTIFIC & CHEMICAL CORP","TAPIOCA DEVELOPMENT CORP. LTD.","TH",9,"MODIFIED STARCH",1398970,26000,53.80653846,"Thailand"
"4626",4626,"LUXBUILT CONSTRUCTION & IND. SUPPLY","SHANDONG SINOGLORY HEALTH","CN",9,"PROTEIN",1100345,23230,47.36741283,"China"
"4627",4627,"EASY BIO PHILIPPINES INC.","EASY BIO INC","KR",9,"OTHERS",4223761,32000,131.9925313,"South Korea"
"4628",4628,"PROMESSO BUSINESS SOLUTIONS CORP","TAIXING ZHONGXING IMP AND EXP CO L","CN",9,"OTHERS",849569,1410,602.5312057,"China"
"4629",4629,"MATERIALS SOLUTIONS  INC.","SEKISUI FULLER CO. LTD","JP",9,"ADHESIVE",754573,2848,264.9483848,"Japan"
"4630",4630,"TURRIS PHIL. INC.","TATE AND LYLE INGREDIENTS","US",9,"STARCH",2226760,38556,57.75391638,"United States"
"4631",4631,"DALKIA INCORPORATED","GUANGZHOU BAIYUN CHEMICAL IND.","CN",9,"SEAL",863880,2430,355.5061728,"China"
"4632",4632,"CORNELL INGREDIENTS CORPORATION","ROQUETTE FRERES","FR",9,"OTHERS",210206,1000,210.206,"France"
"4633",4633,"ALUACE CORPORATION","SHANGHAI JOYFLY IMP & EXP. CO., LTD","CN",9,"SEAL",3970913,10680,371.8083333,"China"
"4634",4634,"FIBERLINE INDUSTRIES INC.","GREATWILL MATERIALS (HK) LTD.","CN",9,"ADHESIVE",5199309,185000,28.10437297,"China"
"4635",4635,"TURRIS PHIL. INC.","KINRY FOOD INGREDIENTS CO., LTD","CN",9,"OTHERS",4126768,8000,515.846,"China"
"4636",4636,"DEL MONTE PHILS INC. / PHILPACK","CARGILL BIO-CHEMICAL CO., LTD","CN",9,"STARCH",2693066,56250,47.87672889,"China"
"4637",4637,"D'LUXE BAGS PHILIPPINES INC.","DA RONG CO., LIMITED","VN",9,"ADHESIVE",1556596,7452,208.8829844,"Vietnam"
"4638",4638,"KORPACK PHILIPPINES CORPORATION","KORPACK CORPORATION","KR",9,"ADHESIVE",724179,14430,50.18565489,"South Korea"
"4639",4639,"NEWPACK CORPORATION","SUNG DO CHEMICAL CO., LTD","KR",9,"ADHESIVE",596939,14654,40.73556708,"South Korea"
"4640",4640,"DENROX BLESS INTERNATIONAL TRADING","SHENZHEN XINGYUAN IMPORT AND E","CN",9,"ADHESIVE",1095984,23960,45.74223706,"China"
"4641",4641,"ITX DISTRIBUTORS CORPORATION","LIANG JIN ENTERPRISE CO. LTD","TW",9,"ADHESIVE",478965,2640,181.4261364,"Taiwan"
"4642",4642,"GILVAN PACKAGING CORPORATION","MORCHEM  S.A.U. O/B MARTYN","ES",9,"ADHESIVE",1025110,16680,61.45743405,"Spain"
"4643",4643,"TELFORD SVC. PHILS. INC.","ES ADVANCED MATERIALS CO.LTD.","KR",9,"OTHERS",198222,475,417.3094737,"South Korea"
"4644",4644,"COLUMBIA INTERNATIONAL FOOD","GELNEX INDUSTRIA E COMERCIO LTDA","BR",9,"GELATIN",15401752,50000,308.03504,"Brazil"
"4645",4645,"FD COIL PHILIPPINES INC.","FURUKAWA DENSHI CO., LTD.","JP",9,"OTHERS",262371,80,3279.6375,"Japan"
"4646",4646,"SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",9,"ADHESIVE",314274,716,438.9301676,"Japan"
"4647",4647,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",9,"OTHERS",2946053,10455,281.7841224,"Japan"
"4648",4648,"CROWN SUPPLY CORP","CHINA BASE NINGBO FOREIGN","CN",9,"GLUE",295906,2100,140.907619,"China"
"4649",4649,"MULTI RICH HOME DECORS INCORPORATED","FOSHAN SHUNDE MINGSHAN CHEMICA","CN",9,"ADHESIVE",690371,14076,49.04596476,"China"
"4650",4650,"NEW KAWARA INC","FEROOF CO., LTD.","KR",9,"SEAL",359215,600,598.6916667,"South Korea"
"4651",4651,"INNOVATRADE INGREDIENTS CORPORATION","EUROVO SRL","IT",9,"OTHERS",9273094,25000,370.92376,"Italy"
"4652",4652,"SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",9,"OTHERS",1223001,2347,521.0911802,"Japan"
"4653",4653,"MAY & CHRISTE PHILIPPINES INC","HUANG JIANG ENTERPRISE CO.,LTD","TW",9,"OTHERS",353660,310,1140.83871,"Taiwan"
"4654",4654,"TIMES TRADING CO INC","NINGBO PASCO UNITED INDS CO LT","CN",9,"GLUE",24861642,189008,131.5375116,"China"
"4655",4655,"SPERE TUCAN ENTERPRISES","HGI INDUSTRIES SDN BHD","MY",9,"OTHERS",759481,21315,35.63129252,"Malaysia"
"4656",4656,"SAMSUNG ELECTRO-MECHANICS","SAMSUNG SDI CO LTD","KR",9,"EPOXY",1032472,1300,794.2092308,"South Korea"
"4657",4657,"MEGA POLYGUMS CORP","FOODMATE CO LTD","CN",9,"GELATIN",764273,3000,254.7576667,"China"
"4658",4658,"INNOVATRADE INGREDIENTS CORPORATION","GELITA AUSTRALIA PTY LTD","AU",9,"GELATIN",5665992,18000,314.7773333,"Australia"
"4659",4659,"NELTEX DEVELOPMENT CO. INC","NAN YA PLASTICS CORPORATION","TW",9,"GLUE",13109841,108000,121.3874167,"Taiwan"
"4660",4660,"SEDANGA ENTERPRISE","YIWU YIFENG IMP. & EXP. CO., L","CN",9,"GLUE",805993,14561,55.35286038,"China"
"4661",4661,"SKYFIRE INTERNATIONAL TRADING CORP.","EXPRESS WISE LIMITED","CN",9,"GLUE",419128,5400,77.6162963,"China"
"4662",4662,"BUILDWICK TRADING","SHENZHEN LUEN THAI JIE TRADING","CN",9,"GLUE",360667,4995,72.20560561,"China"
"4663",4663,"NOLRAM TRADING","SHENZHEN SWIFT IMPORT AND","CN",9,"GLUE",215937,2498,86.44395516,"China"
"4664",4664,"NOLRAM TRADING","PUNING JUN HAO YU TRADING","CN",9,"GLUE",213032,3243,65.6897934,"China"
"4665",4665,"NOLRAM TRADING","FUJIAN HENGSHEN TRADING","CN",9,"GLUE",194598,2733,71.20307355,"China"
"4666",4666,"HIT INTERNATIONAL PHILS. INC.","CHWEN SHYANG ENTERPRISE CO LTD","TW",9,"GLUE",544608,12250,44.45779592,"Taiwan"
"4667",4667,"HIT INTERNATIONAL PHILS. INC.","COLORVALUE TECHNOLOGY INCORPOR","TW",9,"GLUE",352233,8000,44.029125,"Taiwan"
"4668",4668,"ABUNDANCEPRIME CHEMICALS TRDG CORP","YIWU XUZHAN IMP AND EXP CO LTD","CN",9,"GLUE",201319,3300,61.00575758,"China"
"4669",4669,"CROWN SUPPLY CORP","NINGBO DELI IMP & EXP CO LTD","CN",9,"GLUE",839053,10139,82.75500542,"China"
"4670",4670,"SKYFIRE INTERNATIONAL TRADING CORP.","YIWU RUNFENG INTERNATIONAL FREIGHT","CN",9,"GLUE",201572,2322,86.80964686,"China"
"4671",4671,"D'LUXE BAGS PHILIPPINES INC.","LUEN THAI FOOTWEAR MACAO COMME","HK",9,"GLUE",1341479,4300,311.9718605,"Hong Kong SAR China"
"4672",4672,"FEDCHEM MANUFACTURING & DISTRIBUTIO","APPLIED DB PUBLIC COMPANY LIMITED","TH",9,"ADHESIVE",745392,15300,48.71843137,"Thailand"
"4673",4673,"NEWPACK CORPORATION","SUNG DO CHEMICAL CO., LTD","KR",9,"OTHERS",300311,7020,42.77934473,"South Korea"
"4674",4674,"ARMSCOR GLOBAL DEFENSE INC","ARMSCOR PRECISION INTERNATIONAL","US",9,"SEAL",342810,114,3007.105263,"United States"
"4675",4675,"ALDISON ENTERPRISE","XIAMEN KANGZHICHENG TRADING CO.,","CN",9,"ADHESIVE",252762,6180,40.9,"China"
"4676",4676,"H.B FULLER (PHILIPPINES) INC.","H.B.FULLER (NANJING)CHEMICAL CO LTD","CN",9,"ADHESIVE",476906,980,486.6387755,"China"
"4677",4677,"PV TECH PTE. LTD. PHIL. BR. OFFICE","SHANGHAI HUITIAN NEW MATERIAL","CN",9,"SEAL",557526,2700,206.4911111,"China"
"4678",4678,"INTERNATIONAL INDUSTRY PARTNERS INC","FLOWCRETE ASIA SDN BHD","MY",9,"OTHERS",1917177,16000,119.8235625,"Malaysia"
"4679",4679,"UNIGLOBAL CHEM INDUSTRIES INC.","GUANXIAN RUICHANG TRADING CO","CN",9,"PROTEIN",2691640,50000,53.8328,"China"
"4680",4680,"UNIGLOBAL CHEM INDUSTRIES INC.","SHANDONG CEREALS ENETRPRISE CO","CN",9,"PROTEIN",2681440,50000,53.6288,"China"
"4681",4681,"ISLANDWIDE DISTRIBUTION CORPORATION","DEZHOU RUIKANG FOOD CO LTD","CN",9,"PROTEIN",1133116,24000,47.21316667,"China"
"4682",4682,"FUDSOURCE CORPORATION","LINYI SHANSONG BIOLOGICAL PROD","CN",9,"OTHERS",3032065,1e+05,30.32065,"China"
"4683",4683,"ALMATECH MANUFACTURING CORP.","DONG IN ENTECH CO LTD","KR",9,"ADHESIVE",710740,2927,242.822002,"South Korea"
"4684",4684,"CORNELL INGREDIENTS CORPORATION","GENERAL STARCH LIMITED","TH",9,"MODIFIED STARCH",6120931,94000,65.11628723,"Thailand"
"4685",4685,"FILSPIN INCORPORATED","TAPIOCA DEVELOPMENT CORP., LTD","TH",9,"MODIFIED STARCH",843658,20000,42.1829,"Thailand"
"4686",4686,"FORHOUSTON INTERNATIONAL CORP","ROHM AND HAAS INTERNATIONAL","CN",9,"ADHESIVE",839522,24035,34.929145,"China"
"4687",4687,"FORHOUSTON INTERNATIONAL CORP","ROHM AND HAAS PTE LTD","SG",9,"ADHESIVE",835141,21600,38.66393519,"Singapore"
"4688",4688,"FRANC-HANNA TRADING","FUJIAN ZHENGQI IMPORT AND","CN",9,"OTHERS",807876,12812,63.05619732,"China"
"4689",4689,"CARRINGTON TRADING INC.","BASF SOUTH EAST ASIA PTE. LTD.","DE",9,"OTHERS",2153297,4800,448.6035417,"Germany"
"4690",4690,"CARRINGTON TRADING INC.","BASF SOUTH EAST ASIA PTE. LTD.","DE",9,"ENZYMES",3380430,7300,463.0726027,"Germany"
"4691",4691,"TIMES TRADING CO INC","SANFORD L.P.","US",9,"ADHESIVE",2653264,8954,296.321644,"United States"
"4692",4692,"KORPACK PHILIPPINES CORPORATION","KORPACK CORPORATION","KR",9,"OTHERS",226815,2464,92.05154221,"South Korea"
"4693",4693,"UNIFIBER MULTISALES CORPORATION","DONGGUAN YINON MACHINERY CO., LTD.","CN",9,"GLUE",667028,41090,16.23334145,"China"
"4694",4694,"EVERBRILLIANT MANUFACTURING CO INC","SUZHOU INNOCLEAN COMPANY LTD","CN",9,"OTHERS",301011,1280,235.1648438,"China"
"4695",4695,"MEGAWIDE CONSTRUCTION CORPORATION","SEYKEN CORPORATION","JP",9,"SEAL",1562493,4360,358.3699541,"Japan"
"4696",4696,"WELLPLASS INTERNATIONAL SALES","QUICSEAL CONSTRUCTION CHEMICAL","SG",9,"SEAL",1524381,31300,48.70226837,"Singapore"
"4697",4697,"MACRO IND'L  PACKAGING PRODUCTS COR","JIANGSU ZHAOJIA MATERIALS","CN",9,"OTHERS",2911918,26000,111.9968462,"China"
"4698",4698,"HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",9,"ADHESIVE",398390,1424,279.7682584,"Japan"
"4699",4699,"GLOBE TAPE INC","GEN INTERNATIONAL MARKETING","ID",9,"SEAL",3551662,32000,110.9894375,"Indonesia"
"4700",4700,"SKYTREE ENTERPRISES","GUANGZHOU DUNHONG IMP & EXP TRADING","CN",9,"OTHERS",1264985,81000,15.61709877,"China"
"4701",4701,"TWIN ACES INDUSTRIES INC","GAMRON INDUSTRIES SDN BHD","MY",9,"OTHERS",559945,4528,123.662765,"Malaysia"
"4702",4702,"PIONEER ADHESIVES INC.","DRYVIT SYSTEMS INC.","US",9,"OTHERS",1406404,19432,72.375669,"United States"
"4703",4703,"FALCONARROW MARKETING","YIWU ZHIHONG IMPORT AND EXPORT","CN",9,"GLUE",409501,7300,56.0960274,"China"
"4704",4704,"NOLRAM TRADING","YIWU JUZHAN IMP&EXP CO., LTD.","CN",9,"GLUE",186334,1695,109.9315634,"China"
"4705",4705,"FEDCHEM MANUFACTURING & DISTRIBUTIO","VITAL TECHNICAL SDN BHD","MY",9,"SEAL",1138508,25457,44.72278745,"Malaysia"
"4706",4706,"SEDANGA ENTERPRISE","HUANGGANG HUAZHENG FOREIGN TRADE CO","KR",9,"SEAL",715899,12389,57.78505126,"South Korea"
"4707",4707,"CANARYWHARP ENTERPRISES","DOW CHEMICAL SILICONES KOREA L","CN",9,"SEAL",1193358,21954,54.35720142,"China"
"4708",4708,"GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",9,"SEAL",609100,15602,39.03986668,"Thailand"
"4709",4709,"MEGATRENDS  I&C CORPORATION","NURICHEM CO LTD","KR",9,"SEAL",1073112,13927,77.05263158,"South Korea"
"4710",4710,"MARCH RESOURCES MFG. CORP.","HANGZHOU XIARORAN IMPORT AND EXPORT","CN",9,"SEAL",1836112,10855,169.1489636,"China"
"4711",4711,"MEGATRENDS  I&C CORPORATION","TREMCO ASIA PTE LTD","SG",9,"SEAL",798519,12408,64.35517408,"Singapore"
"4712",4712,"TAMSONS ENTERPRISES INC","DGL INTERNATIONAL (MALAYSIA)","MY",9,"OTHERS",1610236,7419,217.042189,"Malaysia"
"4713",4713,"TAMSONS ENTERPRISES INC","DGL INTERNATIONAL (MALAYSIA)","MY",9,"GLUE",508396,514,989.0972763,"Malaysia"
"4714",4714,"WU KONG SINGAPORE PTE. LTD. PHIL.","HRD SINGAPORE PTE LTD","JP",9,"OTHERS",2020546,7488,269.8378739,"Japan"
"4715",4715,"SIKA PHILIPPINES INC.","SIKA GUANGZHOU LTD","CN",9,"OTHERS",1580733,11250,140.5096,"China"
"4716",4716,"SIKA PHILIPPINES INC.","PT SIKA INDONESIA","ID",9,"OTHERS",2371228,27000,87.82325926,"Indonesia"
"4717",4717,"SIKA PHILIPPINES INC.","SIKA CHINA LTD","CN",9,"OTHERS",6333832,37071,170.8567883,"China"
"4718",4718,"SIKA PHILIPPINES INC.","SIKA (CHINA) LTD.,","CN",9,"OTHERS",13430633,82548,162.7008892,"China"
"4719",4719,"SIKA PHILIPPINES INC.","WACKER CHEMICALS (CHINA)CO.,LT","CN",9,"OTHERS",2941403,14016,209.8603739,"China"
"4720",4720,"UNIVERSAL GLASS CO. INC.","HANGZHOU XIAORAN IMPORT AND EXPORT","CN",9,"SEAL",291486,1554,187.5714286,"China"
"4721",4721,"AL RAMA GLOBAL TRADING CORP.","SHANDONG YUWANG ECOLOGICAL FOOD IND","CN",9,"PROTEIN",1577012,12500,126.16096,"China"
"4722",4722,"GLOBAL STRATEGIC PARTNERS DISTRIBUT","FAULTLESS STARCH BON AMI","US",9,"STARCH",1102745,13498,81.69691806,"United States"
"4723",4723,"KOMEYA FOOD PRODUCT CORPORATION","TONGAAT HULETT STARCH","ZA",9,"STARCH",8252343,538325,15.32966702,"South Africa"
"4724",4724,"TRIPLE STAR PACKAGING CORP.","MAX HONGKONG INDUSTRY CO LTD","CN",9,"STARCH",412658,13000,31.74292308,"China"
"4725",4725,"ASA COLOR TRADING CORPORATION","SHANGHAI HUAJIAO PACKING","CN",9,"OTHERS",236191,5500,42.94381818,"China"
"4726",4726,"MULTIHOME VENTURE INC.","SHENZHEN JILONGGANG TRADING","CN",9,"OTHERS",314801,5457,57.68755727,"China"
"4727",4727,"PRINCEACE CORP.","ITW PP&F KOREA","KR",9,"OTHERS",1315721,551,2387.878403,"South Korea"
"4728",4728,"WELL-PACK CONTAINER CORP.","SHENZHEN GUANGHUATAI IMP & EXP","CN",9,"GLUE",1347846,21000,64.18314286,"China"
"4729",4729,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",9,"OTHERS",993926,6534,152.1160086,"China"
"4730",4730,"LUCRUM ENTERPRISES CORPORATION","ZHONGRUN INTERNET TECHNOLOGY CO., L","CN",9,"OTHERS",798471,17000,46.96888235,"China"
"4731",4731,"MOLDEX PRODUCTS INC","NAN YA PLASTICS CORPORATION","TW",9,"GLUE",1556046,10800,144.0783333,"Taiwan"
"4732",4732,"PHSI TRADING SALES INC.","RJ LONDON CHEMICALS IND. CO. L","TH",9,"OTHERS",1066065,39480,27.00265957,"Thailand"
"4733",4733,"GOLDEN OX CALIBER ENTERPRISE","R.J LONDON CHEMICALS INDUSTRIE","TH",9,"OTHERS",892536,22901,38.97366927,"Thailand"
"4734",4734,"MEGA TMCTM VENTURES INC","MILLION RISE INVESTMENTS LTD","TW",9,"ADHESIVE",766227,14750,51.94759322,"Taiwan"
"4735",4735,"MEGA TMCTM VENTURES INC","MILLION RISE INVESTMENTS LTD","TW",9,"OTHERS",755888,14750,51.24664407,"Taiwan"
"4736",4736,"ASIAN SPORTS APPAREL PHILIPPINES","FWU JI RESINS CHEMICAL INDSTRY","TW",9,"ADHESIVE",2491262,13206,188.6462214,"Taiwan"
"4737",4737,"MASINLOC POWER PARTNERS CO. LTD.","POSCO ENGINEERING AND","KR",9,"OTHERS",1371567,1751,783.3049686,"South Korea"
"4738",4738,"DLX BAGS PHILIPPINES INC","LUEN THAI FOOTWEAR MACAO COMMERCIAL","HK",9,"GLUE",224298,937,239.3788687,"Hong Kong SAR China"
"4739",4739,"DESK TOP BAGS PHILIPPINES INC.","LUEN THAI FOOTWEAR MACAO COMMERCIAL","HK",9,"GLUE",676133,2134,316.8383318,"Hong Kong SAR China"
"4740",4740,"ARVIN INTERNATIONAL MARKETING INC.","SHANGHAI NEWSUN INTERNATIONAL","CN",9,"MODIFIED STARCH",48176200,2500000,19.27048,"China"
"4741",4741,"GENPACK CORPORATION","UBIS (ASIA) PUBLIC COMPANY LIMITED","TH",9,"OTHERS",254637,1584,160.7556818,"Thailand"
"4742",4742,"MINDAROOF INCORPORATED","SUZHOU BEECORE HONEYCOMB MATERIALS","CN",9,"ADHESIVE",248206,4530,54.79161148,"China"
"4743",4743,"DOLE PHILIPPINES INC","HENKEL TECHONOLOGY CORPORATION","US",9,"OTHERS",4232179,8000,529.022375,"United States"
"4744",4744,"CEBU TOYO CORPORATION","TOYO LENS CO.,LTD.","JP",9,"ADHESIVE",312599,27,11577.74074,"Japan"
"4745",4745,"KNOWLES ELECTRONICS (PHILIPPINES)/","ELLSWORTH ADHESIVES/ELLSWORTH ADHES","US",9,"OTHERS",622805,342,1821.067251,"United States"
"4746",4746,"KNOWLES ELECTRONICS (PHILIPPINES)/","KNOWLES ELECTRONICS  M  SDN BHD","MY",9,"OTHERS",908153,12,75679.41667,"Malaysia"
"4747",4747,"TMX PHILIPPINES INC.","MATERIAL TECHNOLOGY PTE LTD","CN",9,"OTHERS",484732,274,1769.094891,"China"
"4748",4748,"TMX PHILIPPINES INC.","TOURVEST DUTY FREE","KE",9,"OTHERS",503532,20,25176.6,"Kenya"
"4749",4749,"CEBU MITSUMI INC.","YAMAICHI SEIKO CO., LTD.","JP",9,"OTHERS",378311,59,6412.050847,"Japan"
"4750",4750,"FAIRCHILD SEMICONDUCTOR (PHILS) INC","ABLESTIK (SHANGHAI) LTD","CN",9,"EPOXY",1431205,105,13630.52381,"China"
"4751",4751,"FAIRCHILD SEMICONDUCTOR (PHILS) INC","ABLESTIK (SHANGHAI) LTD","CN",9,"OTHERS",2604177,205,12703.30244,"China"
"4752",4752,"FUNAI ELECTRIC CEBU INC.","EMS INC / EMS NAGASE GROUP","US",9,"OTHERS",1605951,131,12259.16794,"United States"
"4753",4753,"DEL MONTE PHILS INC. / PHILPACK","AB ENZYMESS GMBH","SG",9,"ENZYMES",1057290,1935,546.4031008,"Singapore"
"4754",4754,"J-CHANNEL INGREDIENTS CORPORATION","TONGAAT HULETT STARCH","ZA",10,"OTHERS",534066,18000,29.67033333,"South Africa"
"4755",4755,"FISCHER PH ASIA INC","FISCHERWERKE GMBH & CO KG","DE",10,"OTHERS",2896984,7560,383.1989418,"Germany"
"4756",4756,"HENKEL PHILIPPINES INC.","HENKEL GLOBAL SUPPLY CHAIN BV","BE",10,"ADHESIVE",922483,7200,128.1226389,"Belgium"
"4757",4757,"PROMESSO BUSINESS SOLUTIONS CORP","SHANDONG YUXIN BIO TECH CO LTD","CN",10,"PROTEIN",2371009,20000,118.55045,"China"
"4758",4758,"AP MAGNA CHEM DISTRIBUTION CORP","CHEM-BASE(NANTONG)LABORATORIES","CN",10,"PROTEIN",6792880,76500,88.79581699,"China"
"4759",4759,"TURRIS PHIL. INC.","TATE & LYLE INGREDIENTS AMERICAS IN","US",10,"STARCH",1120208,19278,58.1081025,"United States"
"4760",4760,"PLAYPOINT PHILIPPINES INC","GUANGZHOU TONGAN IMPORT&EXPORT","CN",10,"OTHERS",367673,1760,208.9051136,"China"
"4761",4761,"MIRAI ENTERPRISES","SHENZHEN EAST PACIFIC INTL","CN",10,"SEAL",763970,15163,50.38382906,"China"
"4762",4762,"UNAHCO INC.","ADISSEO ASIA PACIFIC PTE LTD","SG",10,"OTHERS",16006208,6000,2667.701333,"Singapore"
"4763",4763,"MONDE NISSIN CORPORATION","GENERAL STARCH LIMITED","TH",10,"MODIFIED STARCH",1673005,40000,41.825125,"Thailand"
"4764",4764,"HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","DE",10,"OTHERS",14627286,302950,48.28283875,"Germany"
"4765",4765,"HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",10,"OTHERS",800414,18750,42.68874667,"China"
"4766",4766,"ASIA PRIMERA KIMIKA INC.","BASF HONGKONG LTD.","NL",10,"OTHERS",1380085,800,1725.10625,"Netherlands"
"4767",4767,"PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES CHINA BIOTECHNOLOGY CO LT","CN",10,"OTHERS",3131296,8000,391.412,"China"
"4768",4768,"INGREDION PHILIPPINES INC.","INGREDION CHINA LIMITED","CN",10,"MODIFIED STARCH",3586361,17975,199.519388,"China"
"4769",4769,"BAYER PHILIPPINES INCORPORATED","ADISSEO ASIA PACIFIC PTE LTD","SG",10,"OTHERS",9715169,17400,558.343046,"Singapore"
"4770",4770,"ACS MANUFACTURING CORPORATION","H.B. FULLER (NANJING) CHEMICAL","CN",10,"ADHESIVE",1126359,5760,195.5484375,"China"
"4771",4771,"KENGI MARKETING","STEINERT CO. LTD.","DE",10,"OTHERS",1868509,21000,88.97661905,"Germany"
"4772",4772,"MAGNOLIA INC.","ORNUA CO-OPERATIVE LIMITED","IE",10,"OTHERS",8095777,25000,323.83108,"Ireland"
"4773",4773,"HENKEL PHILIPPINES INC.","PT.HENKEL ADHESIVE TECHNOLOGY","ID",10,"ADHESIVE",3398091,20150,168.6397519,"Indonesia"
"4774",4774,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","VN",10,"OTHERS",7348889,53700,136.8508194,"Vietnam"
"4775",4775,"INGREDION PHILIPPINES INC.","INGREDION INC","US",10,"OTHERS",7426285,91040,81.57167179,"United States"
"4776",4776,"CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","FI",10,"OTHERS",3035386,7400,410.1872973,"Finland"
"4777",4777,"J-CHANNEL INGREDIENTS CORPORATION","TONGAAT HULETT STARCH (PTY) LTD.","ZA",10,"STARCH",3437748,108000,31.831,"South Africa"
"4778",4778,"TURRIS PHIL. INC.","TATE & LYLE  INGREDIENTS AMERICAS","US",10,"STARCH",1877220,11794,159.1673732,"United States"
"4779",4779,"VET SPECIALISTS INC","ALIVIRA ANIMAL HEALTH LIMITED","IN",10,"OTHERS",2459750,11523,213.4643756,"India"
"4780",4780,"MORE THAN A CHAIR INC","STEINERT CO., LTD.","TH",10,"GLUE",443960,708,627.0621469,"Thailand"
"4781",4781,"SHINDENGEN PHILIPPINES CORPORATION","PANASONIC MANUFACTURING AYUTHAYA CO","TH",10,"EPOXY",9850987,50753,194.0966445,"Thailand"
"4782",4782,"HAMBURG TRADING CORPORATION","CARGILL INCORPORATED CTS","US",10,"OTHERS",1851826,38250,48.41375163,"United States"
"4783",4783,"MEGA SOFT HYGIENIC PRODUCTS INC.","SHENZHEN GUI HAO CHENG TRADE","CN",10,"ADHESIVE",16085049,231636,69.44105838,"China"
"4784",4784,"A DIMAGUILA ENTERPRISES INC","YOKOHAMA RUBBER (THAILAND) CO., LTD","TH",10,"SEAL",722497,1185,609.7021097,"Thailand"
"4785",4785,"TURRIS PHIL. INC.","TATE & LYLE INGREDIENTS AMERICAS","US",10,"OTHERS",2223650,38556,57.67325449,"United States"
"4786",4786,"TURRIS PHIL. INC.","TATE & LYLE INGREDIENTS AMERICAS","US",10,"MODIFIED STARCH",2227113,38556,57.7630719,"United States"
"4787",4787,"WYNTRON INC.","PEMTRON CORPORATION","KR",10,"OTHERS",8844172,1858,4760.049516,"South Korea"
