"","X","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"4424",4424,"AMKOR TECHNOLOGY PHILIPPINES INC.","EVERTECH ENTERPRISE CO., LTD","KR",9,"OTHERS",648833,185,3507.205405,"South Korea"
"4425",4425,"PSI TECHNOLOGIES INC.","STARCKE GMBH & CO","DE",9,"ADHESIVE",643148,197,3264.71066,"Germany"
"4426",4426,"ELEMATEC PHILIPPINES INC","ELEMATEC CORPORATION","JP",9,"ADHESIVE",5091705,1214,4194.155684,"Japan"
"4427",4427,"ACBEL POLYTECH PHILIPPINES INC.","GREAT GUM ENTERPRISE CO. LTD","TW",9,"ADHESIVE",922621,77,11982.09091,"Taiwan"
"4428",4428,"AMKOR TECHNOLOGY PHILIPPINES INC.","ABLESTIK (SHANGHAI) LTD","CN",9,"EPOXY",4128561,476,8673.447479,"China"
"4429",4429,"STMICROELECTRONICS INC.","HENKEL US OPERATIONS CORPORATION","US",9,"OTHERS",831894,37,22483.62162,"United States"
"4430",4430,"STMICROELECTRONICS INC.","HENKEL ELECTRONIC MATERIALS LLC","US",9,"OTHERS",788488,37,21310.48649,"United States"
"4431",4431,"AMKOR TECHNOLOGY PHILIPPINES INC.","HENKEL ELECTRONIC MATERIAL LLC","US",9,"OTHERS",196844,44,4473.727273,"United States"
"4432",4432,"MAXTRONIX LAGUNA INC","DYMAX ASIA PACIFIC PTE. LTD","US",9,"GLUE",2103134,72,29210.19444,"United States"
"4433",4433,"CIRTEK ELECTRONICS CORPORATION","CIRTEK SEMICONDUCTOR INC.","US",9,"EPOXY",2379085,62,38372.33871,"United States"
"4434",4434,"ELEMATEC PHILIPPINES INC","ELEMATEC (SHANGHAI)TRADING CO LTD","CN",9,"ADHESIVE",3950220,97,40723.91753,"China"
"4435",4435,"KINTETSU LOGISTICS (PHILS) INC.","MOMENTIVE PERFORMANCE MATERIALS","DE",9,"OTHERS",272015,23,11826.73913,"Germany"
"4436",4436,"SANYO DENKI PHILIPPINES INC.","NABELIN CO.,LTD.","JP",9,"ADHESIVE",2131460,308,6920.324675,"Japan"
"4437",4437,"NANOS TECH ELECTRONICS CORP.","SINYOUNG TRADING CORP","KR",9,"ADHESIVE",895094,9,99454.88889,"South Korea"
"4438",4438,"DYSON ELECTRONICS PTE LTD PH BRANCH","MGY TECHNOLOGY CO LTD","JP",9,"ADHESIVE",646279,41,15762.90244,"Japan"
"4439",4439,"DYSON ELECTRONICS PTE LTD PH BRANCH","MGY TECHNOLOGY CO LTD","TW",9,"ADHESIVE",635795,41,15507.19512,"Taiwan"
"4440",4440,"MITSUMI PHILIPPINES INC.","HERAEUS ZHAOYUAN CHANGSHU ELECTRONI","CN",9,"ADHESIVE",615974,117,5264.735043,"China"
"4441",4441,"ASIAN TRANSMISSION CORPORATION","THREE BOND SINGAPORE PTE LTD","JP",9,"ADHESIVE",360496,155,2325.780645,"Japan"
"4442",4442,"YAMAHA MOTOR PHILIPPINES INC","SUNWARD INTERNATIONAL INC","JP",9,"ADHESIVE",296865,185,1604.675676,"Japan"
"4443",4443,"ELEMATEC PHILIPPINES INC","THAI DAIZO NICHIMOLY CO., LTD.","TH",9,"ADHESIVE",1795384,1562,1149.413572,"Thailand"
"4444",4444,"ELEMATEC PHILIPPINES INC","FUJI CHEMICAL INDUSTRIAL CO.   LTD.","JP",9,"ADHESIVE",225032,32,7032.25,"Japan"
"4445",4445,"DYSON ELECTRONICS PTE LTD PH BRANCH","HENKEL SINGAPORE PTE LTD","SG",9,"ADHESIVE",3657311,420,8707.883333,"Singapore"
"4446",4446,"INNOTOR PHILIPPINES INC.","ASK CORPORATION","KR",9,"ADHESIVE",540772,109,4961.211009,"South Korea"
"4447",4447,"NIDEC PHILIPPINES CORPORATION","KAKEN TECH CO LTD","JP",9,"ADHESIVE",2035158,48,42399.125,"Japan"
"4448",4448,"EATON INDUSTRIES PHILIPPINES LLC P","EPOXYSET INC","US",9,"ADHESIVE",6020120,1147,5248.578901,"United States"
"4449",4449,"NIDEC SUBIC PHILIPPINES CORPORATION","SHOWA KOSAN CO., LTD.","JP",9,"ADHESIVE",183648,57,3221.894737,"Japan"
"4450",4450,"HARVESTAR TECHNOLOGIES INC","HARVESTAR SOLUTIONS LIMITED","CN",9,"ADHESIVE",359923,23,15648.82609,"China"
"4451",4451,"IM DIGITAL PHIL INC","IM CO LTD","KR",9,"ADHESIVE",1356722,79,17173.6962,"South Korea"
"4452",4452,"IM DIGITAL PHIL INC","IM CO. LTD","KR",9,"ADHESIVE",4090818,291,14057.79381,"South Korea"
"4453",4453,"APM TECHNICA AG","EPOXY TECHNOLOGY","US",9,"ADHESIVE",1433233,119,12043.97479,"United States"
"4454",4454,"CIRTEK ELECTRONICS CORPORATION","HENKEL ELECTRONIC MATERIALS","US",9,"ADHESIVE",216598,7,30942.57143,"United States"
"4455",4455,"CIRTEK ELECTRONICS CORPORATION","HENKEL ELECTRONIC MATERIALS, LLC","US",9,"ADHESIVE",248143,20,12407.15,"United States"
"4456",4456,"IM DIGITAL PHIL INC","IM CO., LTD.","KR",9,"ADHESIVE",992892,47,21125.3617,"South Korea"
"4457",4457,"CEBU AIR INC. / CEBU PACIFIC AIR","KLX AEROSPACE SOLUTIONS","DE",9,"OTHERS",187011,7,26715.85714,"Germany"
"4458",4458,"LUFTHANSA TECHNIK PHILIPPINES INC.","MANKIEWICZ GEBR & CO KG","DE",9,"OTHERS",582983,161,3621.012422,"Germany"
"4459",4459,"EPSON PRECISION(PHILIPPINES) INC.","HITACHI CHEMICAL ASIA PACIFIC","JP",9,"OTHERS",378063,13,29081.76923,"Japan"
"4460",4460,"NISSHO PRECISION PHILIPPINES INCOR","NISSHO CORPORATION","JP",9,"ADHESIVE",701209,78,8989.858974,"Japan"
"4461",4461,"TRS PHILS CORPORATION","TRS CO, LTD.","JP",9,"GLUE",2112999,189,11179.88889,"Japan"
"4462",4462,"DKSH PHILIPPINES INC.","DSM FOOD SPECIALTIES FRANCE SAS","FR",9,"OTHERS",544916,210,2594.838095,"France"
"4463",4463,"BELMAN COMPANIA INCORPORADA/BELMAN","SIGMA ALDRICH PTE LTD","SG",9,"OTHERS",255679,14,18262.78571,"Singapore"
"4464",4464,"AMERICAN POWER CONVERSION CORPORATI","AZEGO TS LTD","GB",9,"ADHESIVE",209029,9,23225.44444,"United Kingdom"
"4465",4465,"TI (PHILIPPINES) INC.","WON KANG TECHINCS CO., LTD","KR",9,"OTHERS",412184,148,2785.027027,"South Korea"
"4466",4466,"ENTEL HK PHILIPPINES","KYOEI DENKI LTD","JP",9,"OTHERS",520753,163,3194.803681,"Japan"
"4467",4467,"INTEGRATED MICRO-ELECTRONICS INC.","KCC CORPORAIOTN","KR",9,"OTHERS",221697,8,27712.125,"South Korea"
"4468",4468,"YAMAZEN MACHINERY & TOOLS PHILS.","YAMAZEN CORPORATION","JP",9,"OTHERS",405994,28,14499.78571,"Japan"
"4469",4469,"NIDEC SUBIC PHILIPPINES CORPORATION","KAKEN TECH CO LTD","JP",9,"ADHESIVE",347269,20,17363.45,"Japan"
"4470",4470,"NIDEC PHILIPPINES CORPORATION","KAKEN TECH CO., LTD","JP",9,"ADHESIVE",654505,37,17689.32432,"Japan"
"4471",4471,"ASTEC POWER PHILIPPINES INC","ASTEC INTERNATIONAL LTD.","HK",9,"GLUE",5258353,121,43457.46281,"Hong Kong SAR China"
"4472",4472,"FUTABA CORPORATION OF THE PHIL","FUTABA  (HONGKONG) CORP. LTD","HK",9,"OTHERS",7296194,1162,6278.996558,"Hong Kong SAR China"
"4473",4473,"FUTABA CORPORATION OF THE PHIL","FUTABA (HONG KONG) CORP. LTD.","HK",9,"OTHERS",2254404,288,7827.791667,"Hong Kong SAR China"
"4474",4474,"INTEGRATED MICRO-ELECTRONICS INC.","ROGERS TECHNOLOGIES (SUZHOU) CO,LTD","CN",9,"OTHERS",965241,145,6656.834483,"China"
"4475",4475,"JAE PHILIPPINES INC.","THREE BOND CO LTD","JP",9,"ADHESIVE",521354,21,24826.38095,"Japan"
"4476",4476,"ON SEMICONDUCTOR PHILIPPINES INC.","SUMITOMO BAKELITE SINGAPORE","SG",9,"OTHERS",9347812,430,21739.09767,"Singapore"
"4477",4477,"AUTOMATED TECHNOLOGY (PHIL) INC.","SUMITOMO BAKELITE CO GLOBAL","SG",9,"OTHERS",1106489,80,13831.1125,"Singapore"
"4478",4478,"MSPECIALTY PRINTING PHILIPPINES INC","MSP INC","JP",9,"OTHERS",352483,42,8392.452381,"Japan"
"4479",4479,"TI (PHILIPPINES) INC.","DOW CORNING TORAY CO LTD","JP",9,"OTHERS",2148732,340,6319.8,"Japan"
"4480",4480,"TI (PHILIPPINES) INC.","DOW CORNING TORAY CO LTD","JP",9,"ADHESIVE",6295829,203,31013.93596,"Japan"
"4481",4481,"AMERTRON INCORPORATED","KYOEI DENKI (S) PTE LTD.","SG",9,"OTHERS",1692634,137,12354.9927,"Singapore"
"4482",4482,"WYNTRON INC.","DYMAX ASIA PACIFIC PTE LTD","SG",9,"ADHESIVE",699921,222,3152.797297,"Singapore"
"4483",4483,"LUFTHANSA TECHNIK PHILIPPINES INC.","UNICAL AVIATION","US",9,"EPOXY",195345,135,1447,"United States"
"4484",4484,"AMERTRON INCORPORATED","UNITED RESIN CORPORATION","US",9,"OTHERS",659363,146,4516.184932,"United States"
"4485",4485,"CTC FAR EAST PHILIPPINES INC","LEVERKING BIOTECK CO LTD","CN",9,"ENZYMES",207078,200,1035.39,"China"
"4486",4486,"ELEMATEC PHILIPPINES INC","SUZHOU MANGALA ELECTRONICS CO.,LTD","CN",9,"ADHESIVE",6225351,215,28955.12093,"China"
"4487",4487,"EATON INDUSTRIES PHILIPPINES LLC P","EPOXYSET INC","US",9,"EPOXY",6339636,1406,4508.987198,"United States"
"4488",4488,"CEBU SARAH INC.","SUNBO HIGH TECH INTERNATIONAL","KR",9,"EPOXY",186930,150,1246.2,"South Korea"
"4489",4489,"INTEGRATED MICRO-ELECTRONICS INC.","RJR POLYNERS INC","US",9,"EPOXY",3128280,54,57931.11111,"United States"
"4490",4490,"CHIYODA PHILIPPINES MANUFACTURING","CHIYODA MANUFACTURING CORP","JP",9,"OTHERS",304749,183,1665.295082,"Japan"
"4491",4491,"N.T. PHILIPPINES INC.","TAIFLEX SCIENTIFIC CO. LTD.","TW",9,"OTHERS",1678390,492,3411.361789,"Taiwan"
"4492",4492,"KAERTECH ELECTRONICS PHILIPPINES","SHANGHAI SEPNA CHMICAL TECHNOL","CN",9,"OTHERS",473242,160,2957.7625,"China"
"4493",4493,"HYSONIC PHILIPPINES INC","RBK EMD CO., LTD","KR",9,"GLUE",2530960,206,12286.21359,"South Korea"
"4494",4494,"HENKEL PHILIPPINES INC.","HENKEL LOCTITE (CHINA) CO. LTD","CN",9,"ADHESIVE",1300479,420,3096.378571,"China"
"4495",4495,"HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","CN",9,"ADHESIVE",909179,3927,231.5199898,"China"
"4496",4496,"TI (PHILIPPINES) INC.","DISCO CORPORATION","JP",9,"OTHERS",399009,115,3469.643478,"Japan"
"4497",4497,"N.T. PHILIPPINES INC.","SHELDAHL FLEXIBLE TECHNOLOGIES","US",9,"OTHERS",4877398,1648,2959.586165,"United States"
"4498",4498,"INGREDION PHILIPPINES INC.","INGREDION INCORPORATED","US",9,"MODIFIED STARCH",359844,1021,352.4427032,"United States"
"4499",4499,"DOMINION CHEMICALS CORPORATION","LACTOPROT DEUTSCHLAND GMBH","DE",9,"OTHERS",355291,500,710.582,"Germany"
"4500",4500,"LINTEC PHILIPPINES (PEZA) INC.","LINTEC CORPOARATION","JP",9,"ADHESIVE",536773,1040,516.1278846,"Japan"
"4501",4501,"BARENTZ PHILIPPINES INC.","NOVOZYMES MALAYSIA SDN BHD","MY",9,"ENZYMES",1752260,480,3650.541667,"Malaysia"
"4502",4502,"HONDA PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",9,"OTHERS",255047,56,4554.410714,"Singapore"
"4503",4503,"TEMIC AUTOMOTIVE (PHILS.) INC.","HENKEL ELECTRONIC MATERIALS LLC","US",9,"OTHERS",1783375,382,4668.520942,"United States"
"4504",4504,"INTEGRATED MICRO-ELECTRONICS INC.","HENKEL LOCTITE","CN",9,"OTHERS",667834,129,5177.007752,"China"
"4505",4505,"TONG HSING ELECTRONICS PHILS. INC.","HENKEL KOREA LIMITED","KR",9,"OTHERS",342978,29,11826.82759,"South Korea"
"4506",4506,"ALLEGRO MICROSYSTEMS PHILIPPINES","HENKEL SINGAPORE PTE LTD","SG",9,"ADHESIVE",712272,16,44517,"Singapore"
"4507",4507,"ALLEGRO MICROSYSTEMS PHILIPPINES","ALLEGRO MICROSYSTEMS (THAILAND) CO.","TH",9,"OTHERS",238936,19,12575.57895,"Thailand"
"4508",4508,"ALLEGRO MICROSYSTEMS PHILIPPINES","HENKEL ELECTRONICS MATERIALS LLC","US",9,"ADHESIVE",468938,70,6699.114286,"United States"
"4509",4509,"VISHAY (PHILS.) INC.","ABLESTIK (SHANGHAI) LTD.","CN",9,"OTHERS",839128,308,2724.441558,"China"
"4510",4510,"VISHAY (PHILS.) INC.","ABLESTIK (SHAGHAI) LTD.","CN",9,"OTHERS",600459,168,3574.160714,"China"
"4511",4511,"AMERTRON INCORPORATED","MATERIAL TECHNOLOGY PTE LTD.","SG",9,"OTHERS",5452698,176,30981.23864,"Singapore"
"4512",4512,"AMERTRON INCORPORATED","HENKEL ELECTRONIC MATERIAL LLC","US",9,"OTHERS",185123,104,1780.028846,"United States"
"4513",4513,"INTEGRATED MICRO-ELECTRONICS INC.","MATERIAL TECHNOLOGY PTE LTD","SG",9,"EPOXY",235426,53,4442,"Singapore"
"4514",4514,"PACIFICFORTIA MARINE TECHNOLOGIES","SCOTT BADER ATC INC","CA",9,"OTHERS",578527,795,727.7069182,"Canada"
"4515",4515,"LUFTHANSA TECHNIK PHILIPPINES INC.","CHEMETALL GMBH","DE",9,"SEAL",13833986,31,446257.6129,"Germany"
"4516",4516,"LUFTHANSA TECHNIK PHILIPPINES INC.","CHEMETALL GMBH.","DE",9,"SEAL",125471811,340,369034.7382,"Germany"
"4517",4517,"CARRINGTON TRADING INC.","BASF SE CARL BOSH STR 38","DE",9,"OTHERS",1330485,2160,615.9652778,"Germany"
"4518",4518,"CARRINGTON TRADING INC.","BASF SOUTH EAST ASIA PTE LTD","DE",9,"OTHERS",1208519,1840,656.8038043,"Germany"
"4519",4519,"UKUSA INC.","FLEXCRETE TECHNOLOGIES LIMITED","GB",9,"OTHERS",308446,411,750.4768856,"United Kingdom"
"4520",4520,"AMERTRON INCORPORATED","SOL EPOXY INC.","US",9,"EPOXY",2457315,485,5066.628866,"United States"
"4521",4521,"SMK ELECTRONICS PHILS CORP","SUNNY SEALING","JP",9,"ADHESIVE",1619076,145,11166.04138,"Japan"
"4522",4522,"SMK ELECTRONICS PHILS CORP","SUNNY SEALING CO LTD","JP",9,"ADHESIVE",807125,72,11210.06944,"Japan"
"4523",4523,"SMK ELECTRONICS PHILS CORP","LG CHEM LTD","KR",9,"ADHESIVE",206032,80,2575.4,"South Korea"
"4524",4524,"N.T. PHILIPPINES INC.","SHELDAHL FLEXIBLE TECHNOLOGIES","US",9,"TAPE",2691657,775,3473.105806,"United States"
"4525",4525,"JAMCO PHILIPPINES INC.","JAMCO CORPORATION","JP",9,"OTHERS",531107,194,2737.664948,"Japan"
"4526",4526,"MITSUMI PHILIPPINES INC.","HERAEUS ZHAOYUAN CHANGSHU","CN",9,"OTHERS",374509,90,4161.211111,"China"
"4527",4527,"GBPLEN CORPORATION","KOLEN CO., LTD.","KR",9,"OTHERS",788626,71,11107.40845,"South Korea"
"4528",4528,"TOMS MANUFACTURING CORPORATION","SHIBATA GOUSEI CO., LTD.","JP",9,"OTHERS",350849,1030,340.6300971,"Japan"
"4529",4529,"TDK PHILIPPINES CORPORATION","PANEL GROUP PANEL TRADING CO LTD","TW",9,"ADHESIVE",537705,52,10340.48077,"Taiwan"
"4530",4530,"FUTABA CORPORATION OF THE PHIL","FUTABA CORPORATION","JP",9,"OTHERS",31860883,2195,14515.20866,"Japan"
"4531",4531,"FUTABA CORPORATION OF THE PHIL","OHTE PRECISION ELECTRONICS WUJIANG","CN",9,"OTHERS",2268231,138,16436.45652,"China"
"4532",4532,"FUTABA CORPORATION OF THE PHIL","TAIWAN FUTABA ELECTRONICS CORPORATI","TW",9,"OTHERS",2082147,564,3691.75,"Taiwan"
"4533",4533,"FUTABA CORPORATION OF THE PHIL","FUTABA CORPORATION","JP",9,"OTHERS",1755030,78,22500.38462,"Japan"
"4534",4534,"FUTABA CORPORATION OF THE PHIL","TAIWAN FUTABA ELECTRONICS CORP","TW",9,"OTHERS",1103013,82,13451.37805,"Taiwan"
"4535",4535,"SIA ENGINEERING PHILS CORP.","PPG INDUSTRIES (S) PTE LTD","SG",9,"OTHERS",354858,249,1425.13253,"Singapore"
"4536",4536,"SIA ENGINEERING PHILS CORP.","KLX AEROSPACE SOLUTIONS","DE",9,"OTHERS",186570,34,5487.352941,"Germany"
"4537",4537,"AGC AUTOMOTIVE PHILIPPINES INC","AGC TECHNOLOGY SOLUTIONS CO. LTD.","JP",9,"OTHERS",178472,73,2444.821918,"Japan"
"4538",4538,"FCF MINERALS CORPORATION","CANZAC Limited","NZ",9,"OTHERS",335414,58,5783,"New Zealand"
"4539",4539,"EURO CHEMICALS INC","KOBO PRODUCTS SAS","FR",9,"OTHERS",454220,300,1514.066667,"France"
"4540",4540,"CHEMTRUST GLOBAL MARKET INC","STATE CHEMICAL","US",9,"SEAL",286607,211,1358.327014,"United States"
"4541",4541,"SMK ELECTRONICS PHILS CORP","ICHIA RUBBER INDUSTRY  M  SDN BHD","MY",9,"OTHERS",324252,351,923.7948718,"Malaysia"
"4542",4542,"LEGALAS TRADING CORP.","C&P GROUP GMBH","DE",9,"OTHERS",446050,400,1115.125,"Germany"
"4543",4543,"B/E AEROSPACE B.V. - (PHIL BRANCH)","ANIXTER OEM SOLUTIONS","GB",9,"ADHESIVE",1481392,239,6198.292887,"United Kingdom"
"4544",4544,"INTEGRATED MICRO-ELECTRONICS INC.","HENKEL LOCTITE","CN",9,"SEAL",271911,34,7997.382353,"China"
"4545",4545,"CEBU AIR INC. / CEBU PACIFIC AIR","AEROSPHERES UK LIMITED","GB",9,"SEAL",201817,193,1045.683938,"United Kingdom"
"4546",4546,"DECA TECHNOLOGIES INC.(PHIL BRANCH)","LINTEC CORPORATION","JP",9,"TAPE",589871,128,4608.367188,"Japan"
"4547",4547,"NIDEC PHILIPPINES CORPORATION","SHOEI YAKIHIN CO., LTD.","JP",9,"OTHERS",229296,69,3323.130435,"Japan"
"4548",4548,"TONG HSING ELECTRONICS PHILS. INC.","DOW CORNING TORAY CO., LTD","JP",9,"ADHESIVE",442293,47,9410.489362,"Japan"
"4549",4549,"APM TECHNICA AG","MOMENTIVE PERFORMANCE MATERIALS","US",9,"ADHESIVE",1083952,624,1737.102564,"United States"
"4550",4550,"TOSHIBA INFORMATION EQUIPMENT PHILS","TRI-TEKTROINCS (S) PTE LTD","SG",9,"TAPE",789146,12,65762.16667,"Singapore"
"4551",4551,"AMERTRON INCORPORATED","SUMITOMO METAL MINING CO LTD.","JP",9,"EPOXY",1097928,123,8926.243902,"Japan"
"4552",4552,"TI (PHILIPPINES) INC.","M K ELECTRON CO LTD","KR",9,"OTHERS",1555050,462,3365.909091,"South Korea"
"4553",4553,"FASTECH ADVANCED ASSEMBLY INC.","INDIUM CORPORATION OF AMERICA","US",9,"OTHERS",231044,22,10502,"United States"
"4554",4554,"S.D. TRADING CORPORATION","LOGTHAI OROTEX CO LTD","TH",9,"OTHERS",481646,570,844.9929825,"Thailand"
"4555",4555,"INTEGRATED MICRO-ELECTRONICS INC.","ROGERS TECHNOLOGY CO LTD","CN",9,"OTHERS",314206,52,6042.423077,"China"
"4556",4556,"VET. ONE INC.","WUHAN SUNHY BIOLOGY CO., LTD","CN",9,"ENZYMES",280842,500,561.684,"China"
"4557",4557,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND SINGAPORE PTE LTD","SG",9,"OTHERS",829838,181,4584.740331,"Singapore"
"4558",4558,"INLAND WAREHOUSING & LOGISTICS DIV.","THREE BOND MANUFACTURING (THAILAND)","TH",9,"OTHERS",2522154,890,2833.880899,"Thailand"
"4559",4559,"TI (PHILIPPINES) INC.","DOW CORNING CORP","US",9,"ADHESIVE",381472,176,2167.454545,"United States"
"4560",4560,"HONDA PARTS MANUFACTURING CORP","THREE BOND SINGAPORE PTE LTD","JP",9,"OTHERS",189051,152,1243.756579,"Japan"
"4561",4561,"ASTEC POWER PHILIPPINES INC","U-BOND SPECIALITY CHEMICAL","HK",9,"ADHESIVE",198022,294,673.5442177,"Hong Kong SAR China"
"4562",4562,"PRIMA TECH PHILS INC","PRIMA TECH CORPORATION","KR",9,"ADHESIVE",676268,2,338134,"South Korea"
"4563",4563,"TI (PHILIPPINES) INC.","LINTEC CORPORATION","JP",9,"TAPE",9653008,1624,5943.970443,"Japan"
"4564",4564,"DECA TECHNOLOGIES INC.(PHIL BRANCH)","FURUKAWA ELECTRIC CO., LTD","JP",9,"TAPE",1520147,261,5824.318008,"Japan"
"4565",4565,"VET SPECIALISTS INC","ALIVIRA ANIMAL HEALTH LIMITED","IN",9,"OTHERS",1104304,3350,329.6429851,"India"
"4566",4566,"NESTLE PHILIPPINES INC.","EPI INGREDIENTS","FR",9,"OTHERS",20556637,50000,411.13274,"France"
"4567",4567,"NESTLE PHILIPPINES INC.","LACTOPROT DEUTSCHLAND GMBH","DE",9,"OTHERS",29734364,75000,396.4581867,"Germany"
"4568",4568,"KNAUF GYPSUM PHILIPPINES INC","TKS CHEMICAL (THAILAND) CO LTD","TH",9,"GLUE",227071,4000,56.76775,"Thailand"
"4569",4569,"ASAM INDUSTRIES INC.","POWERLINK ELEC. INT'L LTD. TWN","TW",9,"SEAL",239197,850,281.4082353,"Taiwan"
"4570",4570,"TAIYO YUDEN (PHILIPPINES) INC.","TAIYO YUDEN CHEMICAL TECHNOLOGY CO.","JP",9,"GLUE",188482,267,705.9250936,"Japan"
"4571",4571,"MEHITABEL INC.","AKZO NOBEL ADHESIVES PTE.LTD.","SG",9,"ADHESIVE",367212,1425,257.6926316,"Singapore"
"4572",4572,"MEHITABEL INC.","ALFA KLEBSTOFFE AG","CH",9,"GLUE",252725,720,351.0069444,"Switzerland"
"4573",4573,"ARKONY TRADING","QUICSEAL CONSTRUCTION CHEMICALS PTE","SG",9,"OTHERS",217123,15000,14.47486667,"Singapore"
"4574",4574,"LEYSAM COMMERCIAL INC.","HULSHOF","NL",9,"OTHERS",2846192,10700,265.9992523,"Netherlands"
"4575",4575,"TSUNEISHI ACCOMMODATION CEBU INC.","TSUNEISHI TRADING CO., LTD.","JP",9,"OTHERS",9028146,64760,139.4092959,"Japan"
"4576",4576,"GENERAL MILLING CORPORATION","SEACOST LOGISTICS, INC. C/O ENGRAIN","US",9,"ENZYMES",2202680,1093,2015.26075,"United States"
"4577",4577,"CLEAR EXPORT INDUSTRIES INC.","AKZO NOBEL ADHIVES PTE. LTD","SG",9,"OTHERS",299506,2055,145.7450122,"Singapore"
"4578",4578,"HIGH END FASHION JEWELRY PRODUCTION","AIM SIAM CO., LTD.","TH",9,"OTHERS",176188,450,391.5288889,"Thailand"
"4579",4579,"FISCHER PH ASIA INC","FISCHERWERKE GMBH & CO. KG","DE",9,"EPOXY",860444,901,954.9877913,"Germany"
"4580",4580,"PALABRICA IMPORT TRADING","SHENZHEN JIYOULONG IMPORT & EXPORT","CN",9,"SEAL",262353,4000,65.58825,"China"
"4581",4581,"FIRST CEBU ART CRAFT CORPORATION","MARUYOSHI CORPORATION","JP",9,"GELATIN",550390,980,561.622449,"Japan"
"4582",4582,"PROVENIO MARKETING CORP.","SHENZHEN XINSHANGQI TRADING CO., LT","CN",9,"GLUE",173239,700,247.4842857,"China"
"4583",4583,"ESCALON EXPORT INC.","PPMC","FR",9,"GLUE",297953,160,1862.20625,"France"
"4584",4584,"JAKA EQUITIES CORP.","LINXIA HUAAN BIOLOGICAL PRODUCTS LI","CN",9,"OTHERS",5426203,10000,542.6203,"China"
"4585",4585,"YAMASHIN CEBU FILTER MFG. CORP.","YUN TEH INDUSTRIAL CO., LTD.","TW",9,"OTHERS",1773149,8000,221.643625,"Taiwan"
"4586",4586,"YAMASHIN CEBU FILTER MFG. CORP.","YUN TEH INDUSTRIAL CO LTD","TW",9,"OTHERS",883543,4000,220.88575,"Taiwan"
"4587",4587,"PHILIPPINE SPRING WATER RESOURCES","KRONES (THAILAND) CO. LTD.","DE",9,"OTHERS",3185897,20856,152.7568565,"Germany"
"4588",4588,"FIRST CEBU ART CRAFT CORPORATION","MARUYOSHI CORPORATION","JP",9,"ADHESIVE",282080,3462,81.47891392,"Japan"
"4589",4589,"EXCELLENT TEXSCREENERS INC.","DH TRADING CO.,","TW",9,"OTHERS",3575181,7159,499.3967035,"Taiwan"
"4590",4590,"TREASURE ISLAND INDUSTRIAL CORP.","RICH SOURCE LIMITED","TW",9,"ADHESIVE",1874014,17292,108.3746241,"Taiwan"
"4591",4591,"CONNELL BROS CO PILIPINAS INC","ARMOR PROTEINES SAS","FR",9,"OTHERS",1457718,6000,242.953,"France"
"4592",4592,"TFE SALES MKTG CORP.","SHIN-ETSU CHEMICAL CO., LTD.","JP",9,"SEAL",1700632,43200,39.36648148,"Japan"
"4593",4593,"AUTOLIV CEBU SAFETY MANUFACTURING","SIKA AUTOMOTIVE GMBH","DE",9,"OTHERS",182622,585,312.174359,"Germany"
"4594",4594,"FIRSTANK INDUSTRIAL CORP","QUICK ECHO CO., LTD.","TW",9,"SEAL",333405,2100,158.7642857,"Taiwan"
"4595",4595,"CEBU MITSUMI INC.","OHMIYA CORPORATION","JP",9,"OTHERS",325938,932,349.7188841,"Japan"
"4596",4596,"TOYOFLEX CEBU CORPORATION","TOYOFLEX CORPORATION","JP",9,"OTHERS",2832516,6900,410.5095652,"Japan"
"4597",4597,"TFE SALES MKTG CORP.","DOW CHEMICAL SILICONES KOREA LTD","KR",9,"SEAL",1115274,30000,37.1758,"South Korea"
"4598",4598,"B/E AEROSPACE B.V. - (PHIL BRANCH)","NEWMET LTD","GB",9,"ADHESIVE",388205,1,388205,"United Kingdom"
"4599",4599,"CEBU MITSUMI INC.","MITSUMI ELECTRIC CO.,LTD.","JP",9,"OTHERS",1124648,22,51120.36364,"Japan"
"4600",4600,"WORLD HOME DEPOT CORP.","PT. APLUS PACIFIC","ID",9,"OTHERS",224783,19791,11.35783942,"Indonesia"
"4601",4601,"MATERIALS SOLUTIONS  INC.","PT.AICA INDRIA","ID",9,"OTHERS",11907064,97539,122.0749034,"Indonesia"
"4602",4602,"NAKAYAMA TECHNOLOGY CORPORATION","YAMADA DENKI","JP",9,"GLUE",2746347,12000,228.86225,"Japan"
"4603",4603,"MINDANAO CORRUGATED FIBREBOARD INC","JASOL ASIA PACIFIC LIMITED","TH",9,"MODIFIED STARCH",2491838,21600,115.3628704,"Thailand"
"4604",4604,"DAVAO PACKAGING CORPORATION","INGREDION INC","US",9,"OTHERS",4487221,50538,88.78904982,"United States"
"4605",4605,"E-SPORTS RK INTERNATIONAL INC.","LIMONTA SPORT SPA","IT",9,"ADHESIVE",258322,13720,18.82813411,"Italy"
"4606",4606,"PETBOWE TRADING CORPORATION","VEDAN (VIETNAM) ENTERPRISE","VN",9,"MODIFIED STARCH",816786,18000,45.377,"Vietnam"
