DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY,DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
29-Jun,EDWARD KELLER (PHILS.) INC.,CARGILL DEUTSCHLAND GMBH,MSC MAYA V819E,88101,DE,18000.00,ACETYLATED DISTARCH ADIPATE,"22,534.85",1250758.00
21-Jun,MAHLE FILTER SYSTEMS PHILS. CORP.,MAHLE FILTER SYSTEMS JAPAN CORPORAT,QUEZON BRIDGE 213S,32555,JP,9556.00,ADHESIVE,"38,416.99",2161435.00
14-Jun,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,FELIXTOWE BRIDGE V. 0061E,GALSE180503801,SG,456.00,ADHESIVE - HUNTSMAN 2014-1,"30,691.85",1696442.00
14-Jun,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,FELIXTOWE BRIDGE V. 0061E,GALSE180503801,SG,248.00,ADHESIVE - HUNTSMAN 2014-2,"16,673.78",923170.00
14-Jun,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,FELIXTOWE BRIDGE V. 0061E,GALSE180503801,SG,473.00,ADHESIVE ARALDITE 2022 PART A,"31,805.02",1757848.00
14-Jun,DYSON ELECTRONICS PTE LTD PH BRANCH,VITROCHEM TECHNOLOGY PTE LTD,FELIXTOWE BRIDGE V. 0061E,GALSE180503801,SG,473.00,ADHESIVE ARALDITE 2022 PART B,"31,805.02",1757848.00
20-Jun,CORAL BAY NICKEL CORPORATION,"Shimada & Co., Ltd",QUEZON BRIDGE,KBMNL02200318JP,JP,263.00,ADHESIVE BOND M-1304,"7,560.00",426287.00
8-Jun,JT INTERNATIONAL ASIA MFG. CORP.,H.B. FULLER ADHESIVES MALAYSIA SDN,ACX CRYSTAL 177N,PKGSGL000515,MY,7100.00,ADHESIVE DURABOND-CONTROLLED,"17,688.59",987716.00
7-Jun,ADT ADTECH PROTECTIVE FILM PHILS,ADTECH TRADING CO LTD,SITC SHIMIZU 1814S,FATMNL1805271,KR,1757.00,ADHESIVE OF GRADE DS-7400,"6,452.40",358914.00
7-Jun,ADT ADTECH PROTECTIVE FILM PHILS,ADTECH TRADING CO LTD,SITC SHIMIZU 1814S,FATMNL1805271,KR,1757.00,ADHESIVE OF GRADE HC-350,"11,354.40",630648.00
29-Jun,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,JAKARTA BRIDGE 173S,UKBMNL18065412,JP,750.00,ADHESIVE POWDER,"16,418.87",910999.00
4-Jun,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,IWASHIRO 257S,UKBMNL18055859,JP,300.00,ADHESIVE POWDER,"6,344.55",347014.00
19-Jun,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,CAPE NABIL 039S,UKBMNL18058366,JP,300.00,ADHESIVE POWDER,"6,285.21",346378.00
21-Jun,SAN TECHNOLOGY INCORPORATED,CORAL SERVICE CORP.,QUEZON BRIDGE 213S,UKBMNL18060869,JP,344.00,ADHESIVE POWDER,"6,252.09",342926.00
28-Jun,FLEXIBLE PACKAGING PRODUCTS CORP.,TOYO-MORTON LTD,BAHAMIAN EXPRESS V. 285S,CC4G58000100,JP,32000.00,ADHESIVE TOMORESTER 45S,"106,056.00",5692586.00
1-Jun,YAZAKI-TORRES MANUFACTURING INC.,YAZAKI  CORPORATION,IWASHIRO 257S,ONEYSM8AA8010400,JP,1247.00,"ADHESIVE, ARONALPHA, CORETEX, E-TEC","25,228.31",1390251.00
14-Jun,YAZAKI-TORRES MANUFACTURING INC.,YAZAKI  CORPORATION,CAPE NABIL 039S,ONEYSM8AA2421400,JP,997.00,"ADHESIVE, ARONALPHA, CORETEX, E-TEC","20,972.21",1160655.00
26-Jun,WOODCARETECH MARKETING PHILIPPINES,AKZO NOBEL ADHESIVES PTE LTD,LOVIBIA V.070E,SWMNL1851252,SG,4305.00,"ADHESIVES ( PVAC 3390, PVAC 3339, EPI 1915,","7,812.51",445325.00
28-Jun,RRUAH GENERAL MERCHANDISE,SPECIALTY ENGINEERING CHEMICALS FZC,MSC DITTE 820E,AME65ME885731,AE,13220.00,"ADHESIVES (BRICKFORM COLOR HARDENER ,BRICKFO","8,062.20",462604.00
6-Jun,3M PHILIPPINES INC,3M KOREA HIGHTECH LTD,SITC SHIMIZU 1814S,805024,KR,740.00,ADHESIVES BASED ON POLYMERS,"5,950.11",332146.00
19-Jun,PAREXGROUP INC.,EMFI SAS,KOTA JUTA V. 0331W,AME65ME885612,NL,23253.00,ADHESIVES(LANKO GREY & WHITE),"75,187.69",4197781.00
22-Jun,NAN PAO RESINS CHEMICAL PHILIPPINES,RLA POLYMERS M SDN BHD,ARICA BRIDGE V 105N,SCEPKGMNL6828,MY,1872.00,AFTEK FLEX PRO PU GREY 600ML SEALANT,"8,324.16",473393.00
28-Jun,LAMON BAY FURNITURE CORP,"AICA KOGYO CO., LTD.",IWASHIRO V. 258S,KBMN18063101,JP,2500.00,AICA AIBON ADHESIVE,"6,190.47",353862.00
27-Jun,KINTETSU LOGISTICS (PHILS) INC.,"SHIRAISHI CALCIUM (THAILAND) CO., L",SITC SHANGHAI 1813N,SITDLCMN130581,TH,2000.00,AKTIPLAST,"9,500.00",538054.00
13-Jun,ALLTECH BIOTECHNOLOGY CORP,"CUSTOM FREIGHT SALES, INC.",YM UTILITY 056W,CVGMNN8911581D,US,3000.00,ALLZYME FD ALLZYME VEGPRO,"20,426.83",1113786.00
14-Jun,ALLTECH BIOTECHNOLOGY CORP,ALLTECH BIOTECHNOLOGY CORP LTD,HEUNG A LAEM CHABANG 1806N,160191,TH,4500.00,ALLZYME SSF E,"35,911.28",1964817.00
28-Jun,ALLTECH BIOTECHNOLOGY CORP,ALLTECH BIOTECHNOLOGY CORP LTD,NORDPANTHER OXSOSNINC,GTD0405390,TH,4500.00,ALLZYME SSF E,"35,878.75",1982364.00
26-Jun,SAN MIGUEL MILLS INC,MUEHLENCHEMIE GMBH & CO. KG,LOBIVIA,MNL216358,DE,800.00,ALPHAMALT GLOXY 12082,"22,662.66",1252988.00
